Institution_ID,Institution_Name,Institution_City
233435,The College of Saint Mary Magdalen,Warner
233444,TTY Career College,Phoenix
233453,A Better Tomorrow Services Health Training,Everett
233462,California Institute of Medical Science,Fresno
233471,Canton City School Adult Community Education,Canton
233480,East Valley Institute of Technology,Mesa
233499,Finishing Trades Institute of the Upper Midwest,Little Canada
233505,Learning Bridge Career Institute,Houma
233514,Pima County Joint Technical Education District,Tucson
233523,Southern Southeast Alaska Technical Education Center,Ketchikan
233532,UDI Career Training Institute,Jackson Heights
233541,Discovery Diving Company,Beaufort
233550,Saint Joseph's School of Nursing,Lancaster
233569,Florida International Training Institute,Miami
233578,"Mountain View Logistics, LLC",Houston
233587,Westwood College - Denver North,Denver
233596,Le Cordon Bleu College of Culinary Arts,San Francisco
233602,Wright Graduate University for the Realization of Human Potential,Elkhorn
233639,South Mountain Montessori Teacher Education Program,Phoenix
233657,Westwood College - Long Beach,Torrance
233666,Texas A&M University School of Law,Fort Worth
233675,University of the People,Pasadena
233693,The Beauty School,Mountain Home
233709,B-Unique Barber Academy,Greenville
233718,Laredo CHI Academy Beauty School,Laredo
233727,Dermal Science International Aesthetics & Nail Academy,Reston
233736,Virginia Barber School,Richmond
233745,Penn View Bible Institute,Penns Creek
233754,Summit Christian College,Gering
233763,Wave Leadership College,Virginia Beach
233772,Institute of Allied Medical Professions - Stamford,Stamford
233781,Tri-County Allied Health School,Corona
233790,Institute of Allied Medical Professions - Valhalla,Valhalla
233806,Institute of Allied Medical Professions - Long Island,Uniondale
233815,Mercy Hospital College of Nursing,Miami
233824,Cypress Creek Emergency Medical Services,Spring
233833,Pittsburgh Institute of Aeronautics Hagerstown,Hagerstown
233842,Baldy View Regional Occupational Program,Rancho Cucamonga
233851,Berkel Training Institute,Trenton
233860,Buffalo Public Schools Adult Education Division,Buffalo
233879,Mexican American Opportunity Foundation (MAOF),Bakersfield
233888,Technical Institute of America,New York
233897,Western Maricopa Education Center,Glendale
233903,Willoughby-Eastlake Career Academy,Eastlake
233912,Central Yeshiva Beth Joseph,Brooklyn
233930,Priority Nutrition Care,Hingham
233958,Tri-State Barber College,Ashland
233967,BridgeValley Community and Technical College,South Charleston
233976,PPG Technical College,Caguas
233985,Paul Mitchell The School Tulsa,Tulsa
233994,Image Maker Beauty Institute,Hendersonville
234003,Dale Carnegie Center of Excellence - NYC/Westchester,New York
234012,Americare Technical School,Park Ridge
234021,Harvest English Institute - Long Branch,Long Branch
234030,Harvest English Institute - Newark,Newark
234049,International Christian Institute and Linguistics School,Houston
234058,"International Language Academy of Washington, DC",McLean
234067,Dale Carnegie Training San Francisco Center of Excellence,San Francisco
234076,Brightwood College - San Antonio,San Antonio
234085,Boston International Academy,Brighton
234100,Conversa Language Center,Cincinnati
234119,California ESL Language Academy,Los Angeles
234128,Cal America Education Institute,Los Angeles
234137,Language Center International,Southfield
234146,"Kings Colleges USA, LLC, d/b/a Kings Education",Los Angeles
234155,Target International Student Center,Boston
234164,OEI College,Temple City
234173,Camphill School of Curative and Social Therapy,Glenmoore
234182,"Comprehensive Lanugaue Center, Inc.",McClean
234191,Academy of Professional Cosmetology,Rogers
234207,"Latin Beauty Academy, Inc.",Greenacres
234243,West Palm Beach VA Medical Center,West Palm Beach
234289,New Mexico VA Health Care System,Albuquerque
234304,VA Northern California Health Care System - Martinez,Martinez
234313,Bethesda College of Health Sciences,Boynton Beach
234322,Hartford Anesthesiology Associates,East Hartford
234340,ARAMARK Healthcare,Philadelphia
234359,Colegio Educativo Tecnologico Industrial (CETI College),Arecibo
234368,Infinity Career College,Gulfport
234377,Vogue Beauty and Barber School,Hiram
234386,S.W. School of Business and Technical Careers,Eagle Pass
234395,Fortis College - Cuyahoga Falls,Cuyahoga Falls
234410,All-State Career School,Essington
234429,Kentucky Horseshoeing School,Richmond
234438,Brightwood Career Institute,Philadelphia
234447,Dalton Institute of Esthetics and Cosmetology,Dalton
234456,"Transemantics, Inc. - International Language Institute",Washington
234474,Middle Georgia State University,Macon
234483,DeVry University,Downers Grove
234492,University of North Georgia,Dahlonega
234508,ABCO Technology,Los Angeles
234517,Chicago Professional Center,Wheeling
234526,Massage Institute of Memphis,Memphis
234535,River Valley School of Massage,Russellville
234544,American Career College at St. Francis,Lynwood
234553,Midwest Technical Institute,Springfield
234562,American Technical Institute,Bayamon
234571,Mayaguez Institute of Technology,Mayaguez
234580,"Professional Electrical School, Inc.",Manati
234605,The Commonwealth Medical College,Scranton
234614,Bay Area Medical Academy,San Francisco
234623,"Associated Barber College of San Diego, Inc.",San Diego
234632,Allied Health Careers Institute,Murfreesboro
234641,Huaqiao Yihu Institute,Brooklyn
234650,"Adult & Community Education, Columbus City Schools",Columbus
234669,"Eastern Suffolk Board of Cooperative Education, James Hines Administrative Center",Patchogue
234678,Westcliff University,Irvine
234687,Antioch College,Yellow Springs
234696,Academy of Oriental Medicine at Austin,Austin
234702,Southern Texas Careers Academy,Rio Grande City
234711,Construction Training Center,Blair
234720,William Loveland College,Loveland
234739,International Hair and Barber Academy,Boca Raton
234748,Sodexo Health Care Services Mid-Atlantic,Columbia
234757,The Forum Academy of Cosmetology Aesthetics,American Fork
234766,C.C.B. School of Atlanta,Duluth
234775,Wizard Medical Education,Peoria
234784,American Learning Institute,Dallas
234793,Wizard Language School,Salt Lake City
234809,Becker Professional Development Corporation,Downers Grove
234818,Jolie Health and Beauty Academy,Ludlow
234827,Central Pacific College,Honolulu
234845,New York English Academy,New York
234854,Approach International Student Center,Allston
234863,Dale Carnegie of Northeast Ohio,Westlake
234872,Porter & Chester Institute - Canton,Canton
234881,Porter and Chester Institute - Chicopee,Chicopee
234890,Porter and Chester Institute - Enfield,Enfield
234906,Porter and Chester Institute - Rocky Hill,Rocky Hill
234915,Porter and Chester Institute - Westborough,Westborough
234924,Porter and Chester Institute - Watertown,Watertown
234933,Nashville Film Institute,Nashville
234942,Pacific Institute of Technology,Morrow
234951,University of North America,Vienna
234960,Northwest Suburban College,Rolling Meadows
234979,G. Mitchell Hartman & Associates,West Caldwell
234988,Bergen County Career Advancement Training,South Hackensack
234997,Language Pacifica,Menlo Park
235006,Optimus Language School,Brea
235015,Orlando Language School,Orlando
235024,Bell Language School,Brooklyn
235033,International Educational Center,Glenview
235042,Mentora College,Washington
235051,Selnate International School,Provo
235060,Language On,Miami Beach
235079,Nile Language School,East Rutherford
235088,Tampa Language Center,Tampa
235097,"American Language Academy, California",Garden Grove
235103,Petersburg Federal Correctional Complex,Petersburg
235228,Ashford University Online,San Diego
235246,Erie 1 BOCES,West Seneca
235255,Kaiser Permanente - South East Bay Consortium,Union City
235264,Textures Institute of Cosmetology,Indianapolis
235273,Aveda Institute Rhode Island,Cranston
235282,Walter Reed National Military Medical Center,Bethesda
235307,Essentials Academy of Cosmetology,Neosho
235316,Court Reporting Institute of St. Louis,Clayton
235325,Fei Tian College,Cuddebackville
235334,CTK Healthcare & Career Institute,Irving
235343,Horizon Health Care Institute,Sierra Vista
235352,Minnesota School of Barbering,Minneapolis
235361,New England Business Educational Systems,Worcester
235370,Army Force Management School,Fort Belvoir
235389,Mississippi Educational Consortium for Specialized Advanced Practice Nursing,Jackson
235398,Kapiolani Community College/University of HI Community Colleges,Honolulu
235404,VA Hudson Valley Health Care System - Montrose,Montrose
235413,Nassau University Medical Center,East Meadow
235422,Womack Army Medical Center,Fort Bragg
235431,University of South Carolina Upstate,Spartanburg
235440,Nova Southeastern University - Tampa,Tampa
235459,Studio Beauty School,Spokane
235468,Allstate Commercial Driver Training school,Seymour
235477,National Personal Training Institute of Orlando,Winter Park
235486,United Healthcare Careers College,Los Angeles
235495,American Institute of Trucking,Henderson
235510,National Personal Training Institute of New Jersey,Lyndhurst
235529,Great Oaks Institute of Tech & Career Development,Cincinnati
235538,Metro Detroit Barber College,Detroit
235547,Ea La Mar's Cosmetology & Barber College,Kansas City
235556,Academy of Cosmetology and Esthetics,Nevada
235565,Virginia Tech Carilon School of Medicine,Roanoke
235574,The University of Texas Health Science Center at Tyler,Tyler
235583,Coastal Pines Technical College,Waycross
235592,Scarlet Oaks Career Development,Cincinnati
235608,Monmouth County Vocational School District,Freehold
235617,Hondros College of Business,Westerville
235626,Southern Crescent Technical College,Griffin
235635,Association Free Lutheran Theological Seminary and Bible School,Plymouth
235644,Internexus Provo,Provo
235653,Sanford-Brown College,Tampa
235662,Le Cordon Bleu College of Culinary Arts - Portland,Portland
235671,International Academy of Design and Technology - Schaumburg,Schaumburg
235699,Sanford-Brown College - Dearborn,Dearborn
235705,Sanford-Brown College - Grand Rapids,Grand Rapids
235723,Sanford-Brown College - Portland,Portland
235741,Sanford-Brown College - Tinley Park,Tinley Park
235750,Sanford-Brown Institute - Landover,Landover
235778,Le Cordon Bleu College of Culinary Arts - Hollywood,Hollywood
235787,Med-Life Insurance,Lauderdale Lakes
235796,Los Angeles Academy of Figurative Art,Van Nuys
235802,ABA Language Institute,Melrose Park
235811,Regina Webb Academy,Bowling Green
235820,Cambridge College of Cosmetology,Houston
235839,Med-Life Institute - Pompano Beach,Pompano Beach
235848,Heart of America Psychology Training Consortium,Springfield
235857,Wongu University of Oriental Medicine,Las Vegas
235866,The French Pastry School,Chicago
235875,Astar Education Institute,Manassas
235884,Herguan University,Sunnyvale
235893,Kingston University,Norwalk
235909,American Fitness and Nutrition Academy,Pasadena
235918,DeHart Technical School,Modesto
235927,International Academy of English - Las Vegas West,Las Vegas
235936,Austin Language Learning School,Austin
235945,CAMPUS Education Flushing,Flushing
235954,CAMPUS Education Jersey City,Jersey City
235963,CAMPUS Education Manhattan,New York
235972,CAMPUS Education Palisades Park,Palisades Park
235981,Links English Language Institute,Newark
235990,Massachusetts International Academy,Marlborough
236009,Universidad Nacional Autonoma De Mexico UNAM- San Antonio,San Antonio
236018,American Language Academy Miami,Plantation
236027,New Beginnings Beauty Academy,Pine Bluff
236036,Paul Mitchell the School - Murfreesboro,Murfreesboro
236054,Western Truck School,West Sacramento
236063,Aveda Institute - Corpus Christi,Corpus Christi
236072,EMSTA College,Santee
236081,The Recording Conservatory of Austin,Austin
236106,FLS International St. Peter's University,Jersey City
236115,SAE Institute of Technology - New York,New York
236124,Remington College - Heathrow,Heathrow
236133,International College of Health Sciences,Boynton Beach
236142,Victory Trade School,Springfield
236151,Montessori Elementary Teacher Training Collaborative,Arlington
236160,Cottage Montessori,Fresno
236179,Montessori Center for Teacher Development,Convent Station
236188,John Lopez Welding School,Bakersfield
236197,National Personal Training Institute,Waltham
236203,National Personal Training Institute,Lisle
236212,ETI School of Skilled Trades,Willowbrook
236221,Medical City Dallas Hospital,Dallas
236230,Sodexo Health Care Services Allentown,Allentown
236249,Sodexo Health Care Services New York/Philadelphia Metro Area,Yardley
236258,Sodexo Health Care Services Southcoast Hospitals Group,New Bedford
236267,Sodexo Health Care Services Distance Education,Waltham
236276,Pivot Point Academy - Bloomingdale,Bloomingdale
